URL_ID,avg_sentence_length,percent_complex_words,fog_index,Positive_Score,Negative_Score,Polarity_Score,Subjectivity_Score,URL,avg_word_length
Netclan20241027,46.833333333333336,51.95729537366548,39.51625148279953,18,6,0.4999999791666675,0.0652173911271266,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,7.800711743772242
Netclan20241028,61.666666666666664,54.054054054054056,46.28828828828829,24,2,0.8461538136094686,0.0533880902394495,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,8.151351351351352
Netclan20241029,33.0,48.48484848484848,32.593939393939394,19,5,0.5833333090277788,0.0776699026612624,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,8.48917748917749
Netclan20241030,27.444444444444443,50.607287449392715,31.220692757534863,13,6,0.3684210332409982,0.0591900309682553,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,8.11336032388664
Netclan20241031,37.63157894736842,47.69230769230769,34.12955465587045,56,15,0.5774647805990876,0.0770065075086697,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,7.570629370629371
Netclan20241032,12.047619047619047,40.31620553359683,20.94552983248635,25,12,0.3513513418553691,0.0515320333544122,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,7.272727272727272
Netclan20241033,19.21276595744681,50.055370985603545,27.707254777220143,75,12,0.7241379227110584,0.0778871977816587,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,7.980066445182724
Netclan20241034,18.571428571428573,42.30769230769231,24.35164835164835,6,3,0.3333332962963004,0.054545454214876,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,7.746153846153846
Netclan20241035,13.128205128205128,42.578125,22.28253205128205,30,10,0.4999999875000003,0.0570613408601122,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,7.41015625
Netclan20241036,20.9375,45.67164179104478,26.64365671641791,35,10,0.5555555432098769,0.1056338025689347,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,7.522388059701493
Netclan20241037,48.0,31.944444444444443,31.977777777777774,11,1,0.8333332638888947,0.0585365850803093,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,6.854166666666667
Netclan20241038,53.0,44.0251572327044,38.81006289308176,8,2,0.599999940000006,0.0442477874148328,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,7.660377358490566
Netclan20241039,51.333333333333336,34.41558441558442,34.299567099567106,9,2,0.636363578512402,0.0506912440060311,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,7.194805194805195
Netclan20241040,49.333333333333336,39.86486486486486,35.67927927927928,15,1,0.8749999453125034,0.0754716977572089,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,7.743243243243243
Netclan20241041,51.0,41.830065359477125,37.132026143790846,17,2,0.7894736426592819,0.0875576032831446,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,7.69281045751634
Netclan20241042,55.333333333333336,42.168674698795186,39.00080321285141,12,9,0.142857136054422,0.0901287549779881,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,7.150602409638554
Netclan20241043,15.22222222222222,36.496350364963504,20.68742903487429,15,3,0.6666666296296316,0.0361445782406735,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,7.309002433090025
Netclan20241044,19.782608695652176,36.48351648351648,22.506450071667462,21,1,0.9090908677685968,0.0376068375425524,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,7.210989010989011
Netclan20241045,16.384615384615383,38.732394366197184,22.04680390032503,16,6,0.4545454338842984,0.0419847327443039,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,7.455399061032864
Netclan20241046,16.703703703703702,33.03769401330377,19.89655908680299,27,4,0.7419354599375658,0.0554561716360354,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,7.252771618625277
Netclan20241047,22.25,41.57303370786517,25.52921348314607,19,4,0.6521738846880919,0.0498915400219272,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,7.522471910112359
Netclan20241048,23.818181818181817,42.17557251908397,26.397501734906314,58,15,0.589041087821355,0.1177419352939646,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,7.818702290076335
Netclan20241049,18.02857142857143,36.925515055467514,21.981634593615578,34,6,0.6999999825000005,0.0492004919444028,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,7.383518225039619
Netclan20241050,22.0,36.688311688311686,23.475324675324675,18,5,0.5652173667296797,0.0579345086701901,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,7.207792207792208
Netclan20241051,16.875,38.3068783068783,22.072751322751323,35,28,0.1111111093474427,0.0419161676367823,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,7.492063492063492
Netclan20241052,11.816326530612244,38.34196891191709,20.063318177011737,22,27,-0.102040814244065,0.060718711201092,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,7.2020725388601035
Netclan20241053,12.375,52.121212121212125,25.79848484848485,16,7,0.3913043308128551,0.0331412103268858,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,7.96969696969697
Netclan20241054,16.923076923076923,43.18181818181818,24.041958041958043,40,6,0.7391304187145562,0.0539273152943407,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,7.490909090909091
Netclan20241055,14.22222222222222,34.375,19.43888888888889,23,4,0.7037036776406045,0.0499999999074074,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,7.059895833333333
Netclan20241056,13.227272727272728,27.491408934707906,16.287472664792254,5,0,0.99999980000004,0.0124069478600323,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,6.824742268041237
Netclan20241057,28.454545454545453,40.894568690095845,27.739645657856524,13,3,0.6249999609375024,0.0408163264264889,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,7.412140575079873
Netclan20241058,11.071428571428571,24.516129032258064,14.235023041474657,11,1,0.8333332638888947,0.0609137052745497,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,6.806451612903226
Netclan20241059,14.416666666666666,30.63583815028902,18.021001926782272,5,0,0.99999980000004,0.0215517240450356,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7.184971098265896
Netclan20241060,8.777777777777779,24.68354430379747,13.3845288326301,9,3,0.4999999583333368,0.0599999997,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,6.6645569620253164
Netclan20241061,8.761904761904763,26.6304347826087,14.156935817805383,13,6,0.3684210332409982,0.0785123963697835,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,6.728260869565218
Netclan20241062,11.428571428571429,35.35714285714286,18.71428571428572,20,7,0.4814814636488346,0.0382978722861023,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,6.973214285714286
Netclan20241063,30.0,27.500000000000004,23.0,7,4,0.2727272479338866,0.0371621620366143,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,7.033333333333333
Netclan20241064,88.75,36.056338028169016,49.922535211267615,9,4,0.3846153550295881,0.0325814535524274,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,7.645070422535211
Netclan20241065,32.6,36.19631901840491,27.518527607361968,6,10,-0.2499999843750009,0.0851063825260298,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,7.251533742331288
Netclan20241066,32.2,38.50931677018634,28.28372670807454,5,1,0.6666665555555741,0.0304568526372748,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7.354037267080745
Netclan20241067,13.541666666666666,28.000000000000004,16.61666666666667,5,3,0.2499999687500039,0.0183066361137147,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6.92
Netclan20241068,16.533333333333335,27.016129032258064,17.419784946236557,8,4,0.3333333055555579,0.0398671095021026,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,6.544354838709677
Netclan20241069,10.708333333333334,27.626459143968873,15.333916990920883,3,9,-0.4999999583333368,0.0369230768094674,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6.299610894941634
Netclan20241070,10.27777777777778,42.16216216216216,20.975975975975977,1,1,0.0,0.0088495574829665,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,7.254054054054054
Netclan20241071,20.4,31.862745098039213,20.905098039215687,5,2,0.4285713673469475,0.025735294023032,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,7.03921568627451
Netclan20241072,21.2,42.45283018867924,25.4611320754717,7,5,0.1666666527777789,0.0902255632313867,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,7.990566037735849
Netclan20241073,13.375,28.971962616822427,16.93878504672897,11,4,0.4666666355555576,0.0570342203154592,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,6.985981308411215
Netclan20241074,12.384615384615383,34.161490683229815,18.61844242713808,6,1,0.7142856122449125,0.0328638496109678,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,7.068322981366459
Netclan20241075,43.0,51.162790697674424,37.66511627906977,3,3,0.0,0.0555555550411522,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,8.220930232558139
Netclan20241076,22.0,50.0,28.8,2,0,0.99999950000025,0.0363636357024793,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,8.954545454545455
Netclan20241077,25.333333333333332,44.73684210526316,28.0280701754386,2,7,-0.5555554938271674,0.0978260858931947,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,8.447368421052632
Netclan20241078,21.5,41.86046511627907,25.34418604651163,4,2,0.333333277777787,0.0599999994,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,8.406976744186046
Netclan20241079,54.0,50.0,41.6,2,0,0.99999950000025,0.0303030298438934,https://insights.blackcoffer.com/handgun-detection-using-yolo/,9.444444444444445
Netclan20241080,13.428571428571429,50.0,25.371428571428577,2,6,-0.4999999375000079,0.0707964595504738,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,8.287234042553191
Netclan20241081,16.5,31.515151515151512,19.206060606060607,8,1,0.7777776913580343,0.0443349751510592,https://insights.blackcoffer.com/car-detection-in-satellite-images/,7.193939393939394
Netclan20241082,27.714285714285715,39.175257731958766,26.755817378497795,10,3,0.5384614970414233,0.0532786883062348,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,7.520618556701031
Netclan20241083,22.25,39.70037453183521,24.780149812734084,8,3,0.4545454132231443,0.0348101264721198,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7.052434456928839
Netclan20241084,19.416666666666668,27.896995708154503,18.925464949928468,16,11,0.1851851783264748,0.0971223018089125,https://insights.blackcoffer.com/data-transformation/,6.592274678111588
Netclan20241085,18.153846153846153,36.86440677966102,22.00730117340287,7,1,0.7499999062500118,0.0270270269357195,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7.360169491525424
Netclan20241086,43.8,36.5296803652968,32.13187214611872,10,0,0.99999990000001,0.037174721051395,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,7.529680365296803
Netclan20241087,20.72,41.31274131274131,24.81309652509653,23,5,0.64285711989796,0.0437499999316406,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,7.474903474903475
Netclan20241088,19.153846153846153,33.33333333333333,20.994871794871795,8,6,0.1428571326530619,0.0416666665426587,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7.120481927710843
Netclan20241089,14.6,40.63926940639269,22.09570776255708,5,0,0.99999980000004,0.0173611110508294,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,7.739726027397261
Netclan20241090,39.25,27.388535031847137,26.65541401273886,2,2,0.0,0.0189573458817187,https://insights.blackcoffer.com/trading-bot-for-forex/,6.598726114649682
Netclan20241091,21.7,35.483870967741936,22.873548387096776,7,2,0.5555554938271674,0.0338345863389677,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7.345622119815668
Netclan20241092,23.272727272727273,33.984375,22.902840909090912,3,4,-0.1428571224489825,0.0222222221516754,https://insights.blackcoffer.com/medical-classification/,7.1015625
Netclan20241093,33.666666666666664,32.17821782178218,26.337953795379537,1,3,-0.4999998750000312,0.015999999936,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,7.386138613861387
Netclan20241094,31.333333333333332,48.93617021276596,32.10780141843971,5,15,-0.4999999750000012,0.0892857138871173,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,7.75
Netclan20241095,19.90909090909091,30.59360730593607,20.201079286010795,1,5,-0.6666665555555741,0.0220588234483131,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,7.269406392694064
Netclan20241096,59.8,37.45819397993311,38.90327759197325,3,1,0.4999998750000312,0.0108991825316098,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,7.110367892976589
Netclan20241097,14.6875,37.02127659574468,20.683510638297875,3,3,0.0,0.0222222221399176,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,7.361702127659575
Netclan20241098,46.666666666666664,40.0,34.666666666666664,8,1,0.7777776913580343,0.0542168671432718,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,8.021428571428572
Netclan20241099,42.0,39.285714285714285,32.51428571428571,5,4,0.1111110987654334,0.040723981716181,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,7.720238095238095
Netclan20241100,66.0,33.83838383838384,39.935353535353535,10,2,0.6666666111111158,0.0444444442798353,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,7.378787878787879
Netclan20241101,161.0,31.67701863354037,77.07080745341615,2,0,0.99999950000025,0.0094786729408593,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,7.211180124223603
Netclan20241102,74.5,32.88590604026846,42.95436241610739,6,0,0.9999998333333612,0.0357142855017006,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,7.375838926174497
Netclan20241103,14.714285714285714,37.86407766990291,21.03134535367545,2,3,-0.199999960000008,0.0196078430603614,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,7.611650485436893
Netclan20241104,15.2,40.78947368421053,22.39578947368421,3,1,0.4999998750000312,0.0132013200884444,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,8.175438596491228
Netclan20241105,14.823529411764708,37.301587301587304,20.850046685340807,3,0,0.9999996666667778,0.0099337748015437,https://insights.blackcoffer.com/web-data-connector/,7.174603174603175
Netclan20241106,62.666666666666664,34.04255319148936,38.68368794326241,8,1,0.7777776913580343,0.043902438810232,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,7.053191489361702
Netclan20241107,102.0,34.31372549019608,54.52549019607844,4,5,-0.1111110987654334,0.039647576917852,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,7.676470588235294
Netclan20241108,21.03703703703704,41.37323943661972,24.964110589462702,20,2,0.8181817809917372,0.0307262569403264,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,7.015845070422535
Netclan20241109,19.75862068965517,36.82373472949389,22.63294216765963,21,1,0.9090908677685968,0.0309859154493156,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,7.034904013961605
Netclan20241110,56.333333333333336,46.74556213017752,41.231558185404346,2,3,-0.199999960000008,0.0248756217667879,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,7.78698224852071
Netclan20241111,21.8,35.321100917431195,22.84844036697248,6,2,0.4999999375000079,0.0310077518177994,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,7.004587155963303
Netclan20241112,37.5,39.33333333333333,30.733333333333334,7,2,0.5555554938271674,0.0499999997222222,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,7.733333333333333
Netclan20241113,42.2,33.175355450236964,30.15014218009479,3,4,-0.1428571224489825,0.0282258063377991,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,7.511848341232228
Netclan20241114,21.142857142857142,48.64864864864865,27.91660231660232,2,1,0.3333332222222592,0.0161290321713492,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,8.41891891891892
Netclan20241115,49.166666666666664,44.06779661016949,37.293785310734464,7,1,0.7499999062500118,0.0204603580039377,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,8.016949152542374
Netclan20241116,31.0,38.064516129032256,27.625806451612902,1,1,0.0,0.0103626942468254,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,7.509677419354839
Netclan20241117,28.571428571428573,33.5,24.82857142857143,4,3,0.1428571224489825,0.0285714284548104,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,6.945
Netclan20241118,87.0,44.252873563218394,52.501149425287366,1,3,-0.4999998750000312,0.0189573458817187,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,7.936781609195402
Netclan20241119,39.57142857142857,40.07220216606498,31.857452294997422,2,6,-0.4999999375000079,0.0229885056810675,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,7.166064981949458
Netclan20241120,30.6,35.294117647058826,26.357647058823535,3,0,0.9999996666667778,0.0163043477374763,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,7.65359477124183
Netclan20241121,13.944444444444445,33.266932270916335,18.884550686144312,38,4,0.8095237902494337,0.0680713126935635,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,6.926294820717131
Netclan20241122,14.478260869565217,24.624624624624623,15.641154197675938,10,0,0.99999990000001,0.0234741783486521,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,6.366366366366367
Netclan20241123,24.333333333333332,36.07305936073059,24.16255707762557,1,0,0.999999000001,0.003412969271628,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,7.0091324200913245
Netclan20241124,43.25,49.71098265895954,37.18439306358382,6,0,0.9999998333333612,0.0309278348921245,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,7.791907514450867
Netclan20241125,16.09090909090909,31.07344632768362,18.865742167437084,7,4,0.2727272479338866,0.048034934288057,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,6.966101694915254
Netclan20241126,64.4,29.503105590062113,37.56124223602485,11,3,0.5714285306122479,0.0349999999125,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,6.863354037267081
Netclan20241127,48.166666666666664,31.833910034602077,32.0002306805075,5,0,0.99999980000004,0.0139664804079148,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,7.1522491349480966
Netclan20241128,17.076923076923077,34.68468468468468,20.704643104643107,7,1,0.7499999062500118,0.0294117645977508,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,6.918918918918919
Netclan20241129,76.5,32.02614379084967,43.410457516339875,19,3,0.7272726942148775,0.0578947366897506,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,6.882352941176471
Netclan20241130,66.0,43.93939393939394,43.97575757575758,1,3,-0.4999998750000312,0.02499999984375,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,7.727272727272728
Netclan20241131,41.8,50.23923444976076,36.8156937799043,9,2,0.636363578512402,0.0426356587494741,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,8.794258373205741
Netclan20241132,23.470588235294116,29.32330827067669,21.117558602388325,1,7,-0.7499999062500118,0.0152671755433832,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,6.649122807017544
Netclan20241133,21.41176470588235,33.65384615384615,22.02624434389141,23,15,0.2105263102493076,0.037999999962,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,7.03021978021978
Netclan20241134,24.647058823529413,36.754176610978526,24.56049417380318,10,3,0.5384614970414233,0.0236794170789081,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,7.665871121718377
Netclan20241135,48.0,47.91666666666667,38.36666666666667,1,0,0.999999000001,0.0175438593413358,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,7.541666666666667
Netclan20241136,103.0,53.398058252427184,62.55922330097087,3,1,0.4999998750000312,0.031999999744,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,8.524271844660195
Netclan20241137,48.5,50.51546391752577,39.606185567010314,8,0,0.9999998750000156,0.0634920629881582,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,7.845360824742268
Netclan20241138,39.666666666666664,41.17647058823529,32.33725490196078,8,5,0.2307692130177528,0.0802469130848956,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,7.680672268907563
Netclan20241139,81.0,48.148148148148145,51.659259259259265,5,1,0.6666665555555741,0.0594059400058817,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,8.061728395061728
Netclan20241140,42.0,54.761904761904766,38.70476190476191,4,1,0.599999880000024,0.0480769226146449,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,8.976190476190476
Netclan20241141,31.181818181818183,34.98542274052478,26.46689636893719,13,7,0.2999999850000007,0.0451467267603911,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,7.055393586005831
Netclan20241142,26.5,42.45283018867924,27.5811320754717,2,0,0.99999950000025,0.0158730157470395,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,8.264150943396226
Netclan20241143,23.46153846153846,38.36065573770492,24.72887767969735,3,8,-0.4545454132231443,0.0308123248436629,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,7.232786885245901
Netclan20241144,32.0,36.875,27.55,7,3,0.399999960000004,0.04999999975,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,7.45
Netclan20241145,16.714285714285715,38.88888888888889,22.241269841269844,14,2,0.7499999531250029,0.0535117055066498,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,7.8247863247863245
Netclan20241146,50.0,35.6,34.24,9,3,0.4999999583333368,0.0385852088791472,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,7.216
Netclan20241147,21.555555555555557,41.75257731958763,25.323253150057276,5,0,0.99999980000004,0.0206611569394167,https://insights.blackcoffer.com/real-estate-data-warehouse/,7.860824742268041
Netclan20241148,30.0,36.19047619047619,26.47619047619048,4,1,0.599999880000024,0.0199203186457357,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,7.395238095238096
Netclan20241149,52.333333333333336,42.038216560509554,37.74861995753715,3,1,0.4999998750000312,0.021052631468144,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,7.961783439490445
